;Absolute path;Relative path;Class
601;D:\Programming\AP_Lab2\dataset\bay horse\0601.jpg;dataset\bay horse\0601.jpg;Bay horse
602;D:\Programming\AP_Lab2\dataset\bay horse\0602.jpg;dataset\bay horse\0602.jpg;Bay horse
603;D:\Programming\AP_Lab2\dataset\bay horse\0603.jpg;dataset\bay horse\0603.jpg;Bay horse
604;D:\Programming\AP_Lab2\dataset\bay horse\0604.jpg;dataset\bay horse\0604.jpg;Bay horse
605;D:\Programming\AP_Lab2\dataset\bay horse\0605.jpg;dataset\bay horse\0605.jpg;Bay horse
606;D:\Programming\AP_Lab2\dataset\bay horse\0606.jpg;dataset\bay horse\0606.jpg;Bay horse
607;D:\Programming\AP_Lab2\dataset\bay horse\0607.jpg;dataset\bay horse\0607.jpg;Bay horse
608;D:\Programming\AP_Lab2\dataset\bay horse\0608.jpg;dataset\bay horse\0608.jpg;Bay horse
609;D:\Programming\AP_Lab2\dataset\bay horse\0609.jpg;dataset\bay horse\0609.jpg;Bay horse
610;D:\Programming\AP_Lab2\dataset\bay horse\0610.jpg;dataset\bay horse\0610.jpg;Bay horse
611;D:\Programming\AP_Lab2\dataset\bay horse\0611.jpg;dataset\bay horse\0611.jpg;Bay horse
612;D:\Programming\AP_Lab2\dataset\bay horse\0612.jpg;dataset\bay horse\0612.jpg;Bay horse
613;D:\Programming\AP_Lab2\dataset\bay horse\0613.jpg;dataset\bay horse\0613.jpg;Bay horse
614;D:\Programming\AP_Lab2\dataset\bay horse\0614.jpg;dataset\bay horse\0614.jpg;Bay horse
615;D:\Programming\AP_Lab2\dataset\bay horse\0615.jpg;dataset\bay horse\0615.jpg;Bay horse
616;D:\Programming\AP_Lab2\dataset\bay horse\0616.jpg;dataset\bay horse\0616.jpg;Bay horse
617;D:\Programming\AP_Lab2\dataset\bay horse\0617.jpg;dataset\bay horse\0617.jpg;Bay horse
618;D:\Programming\AP_Lab2\dataset\bay horse\0618.jpg;dataset\bay horse\0618.jpg;Bay horse
619;D:\Programming\AP_Lab2\dataset\bay horse\0619.jpg;dataset\bay horse\0619.jpg;Bay horse
620;D:\Programming\AP_Lab2\dataset\bay horse\0620.jpg;dataset\bay horse\0620.jpg;Bay horse
621;D:\Programming\AP_Lab2\dataset\bay horse\0621.jpg;dataset\bay horse\0621.jpg;Bay horse
622;D:\Programming\AP_Lab2\dataset\bay horse\0622.jpg;dataset\bay horse\0622.jpg;Bay horse
623;D:\Programming\AP_Lab2\dataset\bay horse\0623.jpg;dataset\bay horse\0623.jpg;Bay horse
624;D:\Programming\AP_Lab2\dataset\bay horse\0624.jpg;dataset\bay horse\0624.jpg;Bay horse
625;D:\Programming\AP_Lab2\dataset\bay horse\0625.jpg;dataset\bay horse\0625.jpg;Bay horse
626;D:\Programming\AP_Lab2\dataset\bay horse\0626.jpg;dataset\bay horse\0626.jpg;Bay horse
627;D:\Programming\AP_Lab2\dataset\bay horse\0627.jpg;dataset\bay horse\0627.jpg;Bay horse
628;D:\Programming\AP_Lab2\dataset\bay horse\0628.jpg;dataset\bay horse\0628.jpg;Bay horse
629;D:\Programming\AP_Lab2\dataset\bay horse\0629.jpg;dataset\bay horse\0629.jpg;Bay horse
630;D:\Programming\AP_Lab2\dataset\bay horse\0630.jpg;dataset\bay horse\0630.jpg;Bay horse
631;D:\Programming\AP_Lab2\dataset\bay horse\0631.jpg;dataset\bay horse\0631.jpg;Bay horse
632;D:\Programming\AP_Lab2\dataset\bay horse\0632.jpg;dataset\bay horse\0632.jpg;Bay horse
633;D:\Programming\AP_Lab2\dataset\bay horse\0633.jpg;dataset\bay horse\0633.jpg;Bay horse
634;D:\Programming\AP_Lab2\dataset\bay horse\0634.jpg;dataset\bay horse\0634.jpg;Bay horse
635;D:\Programming\AP_Lab2\dataset\bay horse\0635.jpg;dataset\bay horse\0635.jpg;Bay horse
636;D:\Programming\AP_Lab2\dataset\bay horse\0636.jpg;dataset\bay horse\0636.jpg;Bay horse
637;D:\Programming\AP_Lab2\dataset\bay horse\0637.jpg;dataset\bay horse\0637.jpg;Bay horse
638;D:\Programming\AP_Lab2\dataset\bay horse\0638.jpg;dataset\bay horse\0638.jpg;Bay horse
639;D:\Programming\AP_Lab2\dataset\bay horse\0639.jpg;dataset\bay horse\0639.jpg;Bay horse
640;D:\Programming\AP_Lab2\dataset\bay horse\0640.jpg;dataset\bay horse\0640.jpg;Bay horse
641;D:\Programming\AP_Lab2\dataset\bay horse\0641.jpg;dataset\bay horse\0641.jpg;Bay horse
642;D:\Programming\AP_Lab2\dataset\bay horse\0642.jpg;dataset\bay horse\0642.jpg;Bay horse
643;D:\Programming\AP_Lab2\dataset\bay horse\0643.jpg;dataset\bay horse\0643.jpg;Bay horse
644;D:\Programming\AP_Lab2\dataset\bay horse\0644.jpg;dataset\bay horse\0644.jpg;Bay horse
645;D:\Programming\AP_Lab2\dataset\bay horse\0645.jpg;dataset\bay horse\0645.jpg;Bay horse
646;D:\Programming\AP_Lab2\dataset\bay horse\0646.jpg;dataset\bay horse\0646.jpg;Bay horse
647;D:\Programming\AP_Lab2\dataset\bay horse\0647.jpg;dataset\bay horse\0647.jpg;Bay horse
648;D:\Programming\AP_Lab2\dataset\bay horse\0648.jpg;dataset\bay horse\0648.jpg;Bay horse
649;D:\Programming\AP_Lab2\dataset\bay horse\0649.jpg;dataset\bay horse\0649.jpg;Bay horse
650;D:\Programming\AP_Lab2\dataset\bay horse\0650.jpg;dataset\bay horse\0650.jpg;Bay horse
651;D:\Programming\AP_Lab2\dataset\bay horse\0651.jpg;dataset\bay horse\0651.jpg;Bay horse
652;D:\Programming\AP_Lab2\dataset\bay horse\0652.jpg;dataset\bay horse\0652.jpg;Bay horse
653;D:\Programming\AP_Lab2\dataset\bay horse\0653.jpg;dataset\bay horse\0653.jpg;Bay horse
654;D:\Programming\AP_Lab2\dataset\bay horse\0654.jpg;dataset\bay horse\0654.jpg;Bay horse
655;D:\Programming\AP_Lab2\dataset\bay horse\0655.jpg;dataset\bay horse\0655.jpg;Bay horse
656;D:\Programming\AP_Lab2\dataset\bay horse\0656.jpg;dataset\bay horse\0656.jpg;Bay horse
657;D:\Programming\AP_Lab2\dataset\bay horse\0657.jpg;dataset\bay horse\0657.jpg;Bay horse
658;D:\Programming\AP_Lab2\dataset\bay horse\0658.jpg;dataset\bay horse\0658.jpg;Bay horse
659;D:\Programming\AP_Lab2\dataset\bay horse\0659.jpg;dataset\bay horse\0659.jpg;Bay horse
660;D:\Programming\AP_Lab2\dataset\bay horse\0660.jpg;dataset\bay horse\0660.jpg;Bay horse
661;D:\Programming\AP_Lab2\dataset\bay horse\0661.jpg;dataset\bay horse\0661.jpg;Bay horse
662;D:\Programming\AP_Lab2\dataset\bay horse\0662.jpg;dataset\bay horse\0662.jpg;Bay horse
663;D:\Programming\AP_Lab2\dataset\bay horse\0663.jpg;dataset\bay horse\0663.jpg;Bay horse
664;D:\Programming\AP_Lab2\dataset\bay horse\0664.jpg;dataset\bay horse\0664.jpg;Bay horse
665;D:\Programming\AP_Lab2\dataset\bay horse\0665.jpg;dataset\bay horse\0665.jpg;Bay horse
666;D:\Programming\AP_Lab2\dataset\bay horse\0666.jpg;dataset\bay horse\0666.jpg;Bay horse
667;D:\Programming\AP_Lab2\dataset\bay horse\0667.jpg;dataset\bay horse\0667.jpg;Bay horse
668;D:\Programming\AP_Lab2\dataset\bay horse\0668.jpg;dataset\bay horse\0668.jpg;Bay horse
669;D:\Programming\AP_Lab2\dataset\bay horse\0669.jpg;dataset\bay horse\0669.jpg;Bay horse
670;D:\Programming\AP_Lab2\dataset\bay horse\0670.jpg;dataset\bay horse\0670.jpg;Bay horse
671;D:\Programming\AP_Lab2\dataset\bay horse\0671.jpg;dataset\bay horse\0671.jpg;Bay horse
672;D:\Programming\AP_Lab2\dataset\bay horse\0672.jpg;dataset\bay horse\0672.jpg;Bay horse
673;D:\Programming\AP_Lab2\dataset\bay horse\0673.jpg;dataset\bay horse\0673.jpg;Bay horse
674;D:\Programming\AP_Lab2\dataset\bay horse\0674.jpg;dataset\bay horse\0674.jpg;Bay horse
675;D:\Programming\AP_Lab2\dataset\bay horse\0675.jpg;dataset\bay horse\0675.jpg;Bay horse
676;D:\Programming\AP_Lab2\dataset\bay horse\0676.jpg;dataset\bay horse\0676.jpg;Bay horse
677;D:\Programming\AP_Lab2\dataset\bay horse\0677.jpg;dataset\bay horse\0677.jpg;Bay horse
678;D:\Programming\AP_Lab2\dataset\bay horse\0678.jpg;dataset\bay horse\0678.jpg;Bay horse
679;D:\Programming\AP_Lab2\dataset\bay horse\0679.jpg;dataset\bay horse\0679.jpg;Bay horse
680;D:\Programming\AP_Lab2\dataset\bay horse\0680.jpg;dataset\bay horse\0680.jpg;Bay horse
681;D:\Programming\AP_Lab2\dataset\bay horse\0681.jpg;dataset\bay horse\0681.jpg;Bay horse
682;D:\Programming\AP_Lab2\dataset\bay horse\0682.jpg;dataset\bay horse\0682.jpg;Bay horse
683;D:\Programming\AP_Lab2\dataset\bay horse\0683.jpg;dataset\bay horse\0683.jpg;Bay horse
684;D:\Programming\AP_Lab2\dataset\bay horse\0684.jpg;dataset\bay horse\0684.jpg;Bay horse
685;D:\Programming\AP_Lab2\dataset\bay horse\0685.jpg;dataset\bay horse\0685.jpg;Bay horse
686;D:\Programming\AP_Lab2\dataset\bay horse\0686.jpg;dataset\bay horse\0686.jpg;Bay horse
687;D:\Programming\AP_Lab2\dataset\bay horse\0687.jpg;dataset\bay horse\0687.jpg;Bay horse
688;D:\Programming\AP_Lab2\dataset\bay horse\0688.jpg;dataset\bay horse\0688.jpg;Bay horse
689;D:\Programming\AP_Lab2\dataset\bay horse\0689.jpg;dataset\bay horse\0689.jpg;Bay horse
690;D:\Programming\AP_Lab2\dataset\bay horse\0690.jpg;dataset\bay horse\0690.jpg;Bay horse
691;D:\Programming\AP_Lab2\dataset\bay horse\0691.jpg;dataset\bay horse\0691.jpg;Bay horse
692;D:\Programming\AP_Lab2\dataset\bay horse\0692.jpg;dataset\bay horse\0692.jpg;Bay horse
693;D:\Programming\AP_Lab2\dataset\bay horse\0693.jpg;dataset\bay horse\0693.jpg;Bay horse
694;D:\Programming\AP_Lab2\dataset\bay horse\0694.jpg;dataset\bay horse\0694.jpg;Bay horse
695;D:\Programming\AP_Lab2\dataset\bay horse\0695.jpg;dataset\bay horse\0695.jpg;Bay horse
696;D:\Programming\AP_Lab2\dataset\bay horse\0696.jpg;dataset\bay horse\0696.jpg;Bay horse
697;D:\Programming\AP_Lab2\dataset\bay horse\0697.jpg;dataset\bay horse\0697.jpg;Bay horse
698;D:\Programming\AP_Lab2\dataset\bay horse\0698.jpg;dataset\bay horse\0698.jpg;Bay horse
699;D:\Programming\AP_Lab2\dataset\bay horse\0699.jpg;dataset\bay horse\0699.jpg;Bay horse
700;D:\Programming\AP_Lab2\dataset\bay horse\0700.jpg;dataset\bay horse\0700.jpg;Bay horse
701;D:\Programming\AP_Lab2\dataset\bay horse\0701.jpg;dataset\bay horse\0701.jpg;Bay horse
702;D:\Programming\AP_Lab2\dataset\bay horse\0702.jpg;dataset\bay horse\0702.jpg;Bay horse
703;D:\Programming\AP_Lab2\dataset\bay horse\0703.jpg;dataset\bay horse\0703.jpg;Bay horse
704;D:\Programming\AP_Lab2\dataset\bay horse\0704.jpg;dataset\bay horse\0704.jpg;Bay horse
705;D:\Programming\AP_Lab2\dataset\bay horse\0705.jpg;dataset\bay horse\0705.jpg;Bay horse
706;D:\Programming\AP_Lab2\dataset\bay horse\0706.jpg;dataset\bay horse\0706.jpg;Bay horse
707;D:\Programming\AP_Lab2\dataset\bay horse\0707.jpg;dataset\bay horse\0707.jpg;Bay horse
708;D:\Programming\AP_Lab2\dataset\bay horse\0708.jpg;dataset\bay horse\0708.jpg;Bay horse
709;D:\Programming\AP_Lab2\dataset\bay horse\0709.jpg;dataset\bay horse\0709.jpg;Bay horse
710;D:\Programming\AP_Lab2\dataset\bay horse\0710.jpg;dataset\bay horse\0710.jpg;Bay horse
711;D:\Programming\AP_Lab2\dataset\bay horse\0711.jpg;dataset\bay horse\0711.jpg;Bay horse
712;D:\Programming\AP_Lab2\dataset\bay horse\0712.jpg;dataset\bay horse\0712.jpg;Bay horse
713;D:\Programming\AP_Lab2\dataset\bay horse\0713.jpg;dataset\bay horse\0713.jpg;Bay horse
714;D:\Programming\AP_Lab2\dataset\bay horse\0714.jpg;dataset\bay horse\0714.jpg;Bay horse
715;D:\Programming\AP_Lab2\dataset\bay horse\0715.jpg;dataset\bay horse\0715.jpg;Bay horse
716;D:\Programming\AP_Lab2\dataset\bay horse\0716.jpg;dataset\bay horse\0716.jpg;Bay horse
717;D:\Programming\AP_Lab2\dataset\bay horse\0717.jpg;dataset\bay horse\0717.jpg;Bay horse
718;D:\Programming\AP_Lab2\dataset\bay horse\0718.jpg;dataset\bay horse\0718.jpg;Bay horse
719;D:\Programming\AP_Lab2\dataset\bay horse\0719.jpg;dataset\bay horse\0719.jpg;Bay horse
720;D:\Programming\AP_Lab2\dataset\bay horse\0720.jpg;dataset\bay horse\0720.jpg;Bay horse
721;D:\Programming\AP_Lab2\dataset\bay horse\0721.jpg;dataset\bay horse\0721.jpg;Bay horse
722;D:\Programming\AP_Lab2\dataset\bay horse\0722.jpg;dataset\bay horse\0722.jpg;Bay horse
723;D:\Programming\AP_Lab2\dataset\bay horse\0723.jpg;dataset\bay horse\0723.jpg;Bay horse
724;D:\Programming\AP_Lab2\dataset\bay horse\0724.jpg;dataset\bay horse\0724.jpg;Bay horse
725;D:\Programming\AP_Lab2\dataset\bay horse\0725.jpg;dataset\bay horse\0725.jpg;Bay horse
726;D:\Programming\AP_Lab2\dataset\bay horse\0726.jpg;dataset\bay horse\0726.jpg;Bay horse
727;D:\Programming\AP_Lab2\dataset\bay horse\0727.jpg;dataset\bay horse\0727.jpg;Bay horse
728;D:\Programming\AP_Lab2\dataset\bay horse\0728.jpg;dataset\bay horse\0728.jpg;Bay horse
729;D:\Programming\AP_Lab2\dataset\bay horse\0729.jpg;dataset\bay horse\0729.jpg;Bay horse
730;D:\Programming\AP_Lab2\dataset\bay horse\0730.jpg;dataset\bay horse\0730.jpg;Bay horse
731;D:\Programming\AP_Lab2\dataset\bay horse\0731.jpg;dataset\bay horse\0731.jpg;Bay horse
732;D:\Programming\AP_Lab2\dataset\bay horse\0732.jpg;dataset\bay horse\0732.jpg;Bay horse
733;D:\Programming\AP_Lab2\dataset\bay horse\0733.jpg;dataset\bay horse\0733.jpg;Bay horse
734;D:\Programming\AP_Lab2\dataset\bay horse\0734.jpg;dataset\bay horse\0734.jpg;Bay horse
735;D:\Programming\AP_Lab2\dataset\bay horse\0735.jpg;dataset\bay horse\0735.jpg;Bay horse
736;D:\Programming\AP_Lab2\dataset\bay horse\0736.jpg;dataset\bay horse\0736.jpg;Bay horse
737;D:\Programming\AP_Lab2\dataset\bay horse\0737.jpg;dataset\bay horse\0737.jpg;Bay horse
738;D:\Programming\AP_Lab2\dataset\bay horse\0738.jpg;dataset\bay horse\0738.jpg;Bay horse
739;D:\Programming\AP_Lab2\dataset\bay horse\0739.jpg;dataset\bay horse\0739.jpg;Bay horse
740;D:\Programming\AP_Lab2\dataset\bay horse\0740.jpg;dataset\bay horse\0740.jpg;Bay horse
741;D:\Programming\AP_Lab2\dataset\bay horse\0741.jpg;dataset\bay horse\0741.jpg;Bay horse
742;D:\Programming\AP_Lab2\dataset\bay horse\0742.jpg;dataset\bay horse\0742.jpg;Bay horse
743;D:\Programming\AP_Lab2\dataset\bay horse\0743.jpg;dataset\bay horse\0743.jpg;Bay horse
744;D:\Programming\AP_Lab2\dataset\bay horse\0744.jpg;dataset\bay horse\0744.jpg;Bay horse
745;D:\Programming\AP_Lab2\dataset\bay horse\0745.jpg;dataset\bay horse\0745.jpg;Bay horse
746;D:\Programming\AP_Lab2\dataset\bay horse\0746.jpg;dataset\bay horse\0746.jpg;Bay horse
747;D:\Programming\AP_Lab2\dataset\bay horse\0747.jpg;dataset\bay horse\0747.jpg;Bay horse
748;D:\Programming\AP_Lab2\dataset\bay horse\0748.jpg;dataset\bay horse\0748.jpg;Bay horse
749;D:\Programming\AP_Lab2\dataset\bay horse\0749.jpg;dataset\bay horse\0749.jpg;Bay horse
750;D:\Programming\AP_Lab2\dataset\bay horse\0750.jpg;dataset\bay horse\0750.jpg;Bay horse
751;D:\Programming\AP_Lab2\dataset\bay horse\0751.jpg;dataset\bay horse\0751.jpg;Bay horse
752;D:\Programming\AP_Lab2\dataset\bay horse\0752.jpg;dataset\bay horse\0752.jpg;Bay horse
753;D:\Programming\AP_Lab2\dataset\bay horse\0753.jpg;dataset\bay horse\0753.jpg;Bay horse
754;D:\Programming\AP_Lab2\dataset\bay horse\0754.jpg;dataset\bay horse\0754.jpg;Bay horse
755;D:\Programming\AP_Lab2\dataset\bay horse\0755.jpg;dataset\bay horse\0755.jpg;Bay horse
756;D:\Programming\AP_Lab2\dataset\bay horse\0756.jpg;dataset\bay horse\0756.jpg;Bay horse
757;D:\Programming\AP_Lab2\dataset\bay horse\0757.jpg;dataset\bay horse\0757.jpg;Bay horse
758;D:\Programming\AP_Lab2\dataset\bay horse\0758.jpg;dataset\bay horse\0758.jpg;Bay horse
759;D:\Programming\AP_Lab2\dataset\bay horse\0759.jpg;dataset\bay horse\0759.jpg;Bay horse
760;D:\Programming\AP_Lab2\dataset\bay horse\0760.jpg;dataset\bay horse\0760.jpg;Bay horse
761;D:\Programming\AP_Lab2\dataset\bay horse\0761.jpg;dataset\bay horse\0761.jpg;Bay horse
762;D:\Programming\AP_Lab2\dataset\bay horse\0762.jpg;dataset\bay horse\0762.jpg;Bay horse
763;D:\Programming\AP_Lab2\dataset\bay horse\0763.jpg;dataset\bay horse\0763.jpg;Bay horse
764;D:\Programming\AP_Lab2\dataset\bay horse\0764.jpg;dataset\bay horse\0764.jpg;Bay horse
765;D:\Programming\AP_Lab2\dataset\bay horse\0765.jpg;dataset\bay horse\0765.jpg;Bay horse
766;D:\Programming\AP_Lab2\dataset\bay horse\0766.jpg;dataset\bay horse\0766.jpg;Bay horse
767;D:\Programming\AP_Lab2\dataset\bay horse\0767.jpg;dataset\bay horse\0767.jpg;Bay horse
768;D:\Programming\AP_Lab2\dataset\bay horse\0768.jpg;dataset\bay horse\0768.jpg;Bay horse
769;D:\Programming\AP_Lab2\dataset\bay horse\0769.jpg;dataset\bay horse\0769.jpg;Bay horse
770;D:\Programming\AP_Lab2\dataset\bay horse\0770.jpg;dataset\bay horse\0770.jpg;Bay horse
771;D:\Programming\AP_Lab2\dataset\bay horse\0771.jpg;dataset\bay horse\0771.jpg;Bay horse
772;D:\Programming\AP_Lab2\dataset\bay horse\0772.jpg;dataset\bay horse\0772.jpg;Bay horse
773;D:\Programming\AP_Lab2\dataset\bay horse\0773.jpg;dataset\bay horse\0773.jpg;Bay horse
774;D:\Programming\AP_Lab2\dataset\bay horse\0774.jpg;dataset\bay horse\0774.jpg;Bay horse
775;D:\Programming\AP_Lab2\dataset\bay horse\0775.jpg;dataset\bay horse\0775.jpg;Bay horse
776;D:\Programming\AP_Lab2\dataset\bay horse\0776.jpg;dataset\bay horse\0776.jpg;Bay horse
777;D:\Programming\AP_Lab2\dataset\bay horse\0777.jpg;dataset\bay horse\0777.jpg;Bay horse
778;D:\Programming\AP_Lab2\dataset\bay horse\0778.jpg;dataset\bay horse\0778.jpg;Bay horse
779;D:\Programming\AP_Lab2\dataset\bay horse\0779.jpg;dataset\bay horse\0779.jpg;Bay horse
780;D:\Programming\AP_Lab2\dataset\bay horse\0780.jpg;dataset\bay horse\0780.jpg;Bay horse
781;D:\Programming\AP_Lab2\dataset\bay horse\0781.jpg;dataset\bay horse\0781.jpg;Bay horse
782;D:\Programming\AP_Lab2\dataset\bay horse\0782.jpg;dataset\bay horse\0782.jpg;Bay horse
783;D:\Programming\AP_Lab2\dataset\bay horse\0783.jpg;dataset\bay horse\0783.jpg;Bay horse
784;D:\Programming\AP_Lab2\dataset\bay horse\0784.jpg;dataset\bay horse\0784.jpg;Bay horse
785;D:\Programming\AP_Lab2\dataset\bay horse\0785.jpg;dataset\bay horse\0785.jpg;Bay horse
786;D:\Programming\AP_Lab2\dataset\bay horse\0786.jpg;dataset\bay horse\0786.jpg;Bay horse
787;D:\Programming\AP_Lab2\dataset\bay horse\0787.jpg;dataset\bay horse\0787.jpg;Bay horse
788;D:\Programming\AP_Lab2\dataset\bay horse\0788.jpg;dataset\bay horse\0788.jpg;Bay horse
789;D:\Programming\AP_Lab2\dataset\bay horse\0789.jpg;dataset\bay horse\0789.jpg;Bay horse
790;D:\Programming\AP_Lab2\dataset\bay horse\0790.jpg;dataset\bay horse\0790.jpg;Bay horse
791;D:\Programming\AP_Lab2\dataset\bay horse\0791.jpg;dataset\bay horse\0791.jpg;Bay horse
792;D:\Programming\AP_Lab2\dataset\bay horse\0792.jpg;dataset\bay horse\0792.jpg;Bay horse
793;D:\Programming\AP_Lab2\dataset\bay horse\0793.jpg;dataset\bay horse\0793.jpg;Bay horse
794;D:\Programming\AP_Lab2\dataset\bay horse\0794.jpg;dataset\bay horse\0794.jpg;Bay horse
795;D:\Programming\AP_Lab2\dataset\bay horse\0795.jpg;dataset\bay horse\0795.jpg;Bay horse
796;D:\Programming\AP_Lab2\dataset\bay horse\0796.jpg;dataset\bay horse\0796.jpg;Bay horse
797;D:\Programming\AP_Lab2\dataset\bay horse\0797.jpg;dataset\bay horse\0797.jpg;Bay horse
798;D:\Programming\AP_Lab2\dataset\bay horse\0798.jpg;dataset\bay horse\0798.jpg;Bay horse
799;D:\Programming\AP_Lab2\dataset\bay horse\0799.jpg;dataset\bay horse\0799.jpg;Bay horse
800;D:\Programming\AP_Lab2\dataset\bay horse\0800.jpg;dataset\bay horse\0800.jpg;Bay horse
801;D:\Programming\AP_Lab2\dataset\bay horse\0801.jpg;dataset\bay horse\0801.jpg;Bay horse
802;D:\Programming\AP_Lab2\dataset\bay horse\0802.jpg;dataset\bay horse\0802.jpg;Bay horse
803;D:\Programming\AP_Lab2\dataset\bay horse\0803.jpg;dataset\bay horse\0803.jpg;Bay horse
804;D:\Programming\AP_Lab2\dataset\bay horse\0804.jpg;dataset\bay horse\0804.jpg;Bay horse
805;D:\Programming\AP_Lab2\dataset\bay horse\0805.jpg;dataset\bay horse\0805.jpg;Bay horse
806;D:\Programming\AP_Lab2\dataset\bay horse\0806.jpg;dataset\bay horse\0806.jpg;Bay horse
807;D:\Programming\AP_Lab2\dataset\bay horse\0807.jpg;dataset\bay horse\0807.jpg;Bay horse
808;D:\Programming\AP_Lab2\dataset\bay horse\0808.jpg;dataset\bay horse\0808.jpg;Bay horse
809;D:\Programming\AP_Lab2\dataset\bay horse\0809.jpg;dataset\bay horse\0809.jpg;Bay horse
810;D:\Programming\AP_Lab2\dataset\bay horse\0810.jpg;dataset\bay horse\0810.jpg;Bay horse
811;D:\Programming\AP_Lab2\dataset\bay horse\0811.jpg;dataset\bay horse\0811.jpg;Bay horse
812;D:\Programming\AP_Lab2\dataset\bay horse\0812.jpg;dataset\bay horse\0812.jpg;Bay horse
813;D:\Programming\AP_Lab2\dataset\bay horse\0813.jpg;dataset\bay horse\0813.jpg;Bay horse
814;D:\Programming\AP_Lab2\dataset\bay horse\0814.jpg;dataset\bay horse\0814.jpg;Bay horse
815;D:\Programming\AP_Lab2\dataset\bay horse\0815.jpg;dataset\bay horse\0815.jpg;Bay horse
816;D:\Programming\AP_Lab2\dataset\bay horse\0816.jpg;dataset\bay horse\0816.jpg;Bay horse
817;D:\Programming\AP_Lab2\dataset\bay horse\0817.jpg;dataset\bay horse\0817.jpg;Bay horse
818;D:\Programming\AP_Lab2\dataset\bay horse\0818.jpg;dataset\bay horse\0818.jpg;Bay horse
819;D:\Programming\AP_Lab2\dataset\bay horse\0819.jpg;dataset\bay horse\0819.jpg;Bay horse
820;D:\Programming\AP_Lab2\dataset\bay horse\0820.jpg;dataset\bay horse\0820.jpg;Bay horse
821;D:\Programming\AP_Lab2\dataset\bay horse\0821.jpg;dataset\bay horse\0821.jpg;Bay horse
822;D:\Programming\AP_Lab2\dataset\bay horse\0822.jpg;dataset\bay horse\0822.jpg;Bay horse
823;D:\Programming\AP_Lab2\dataset\bay horse\0823.jpg;dataset\bay horse\0823.jpg;Bay horse
824;D:\Programming\AP_Lab2\dataset\bay horse\0824.jpg;dataset\bay horse\0824.jpg;Bay horse
825;D:\Programming\AP_Lab2\dataset\bay horse\0825.jpg;dataset\bay horse\0825.jpg;Bay horse
826;D:\Programming\AP_Lab2\dataset\bay horse\0826.jpg;dataset\bay horse\0826.jpg;Bay horse
827;D:\Programming\AP_Lab2\dataset\bay horse\0827.jpg;dataset\bay horse\0827.jpg;Bay horse
828;D:\Programming\AP_Lab2\dataset\bay horse\0828.jpg;dataset\bay horse\0828.jpg;Bay horse
829;D:\Programming\AP_Lab2\dataset\bay horse\0829.jpg;dataset\bay horse\0829.jpg;Bay horse
830;D:\Programming\AP_Lab2\dataset\bay horse\0830.jpg;dataset\bay horse\0830.jpg;Bay horse
831;D:\Programming\AP_Lab2\dataset\bay horse\0831.jpg;dataset\bay horse\0831.jpg;Bay horse
832;D:\Programming\AP_Lab2\dataset\bay horse\0832.jpg;dataset\bay horse\0832.jpg;Bay horse
833;D:\Programming\AP_Lab2\dataset\bay horse\0833.jpg;dataset\bay horse\0833.jpg;Bay horse
834;D:\Programming\AP_Lab2\dataset\bay horse\0834.jpg;dataset\bay horse\0834.jpg;Bay horse
835;D:\Programming\AP_Lab2\dataset\bay horse\0835.jpg;dataset\bay horse\0835.jpg;Bay horse
836;D:\Programming\AP_Lab2\dataset\bay horse\0836.jpg;dataset\bay horse\0836.jpg;Bay horse
837;D:\Programming\AP_Lab2\dataset\bay horse\0837.jpg;dataset\bay horse\0837.jpg;Bay horse
838;D:\Programming\AP_Lab2\dataset\bay horse\0838.jpg;dataset\bay horse\0838.jpg;Bay horse
839;D:\Programming\AP_Lab2\dataset\bay horse\0839.jpg;dataset\bay horse\0839.jpg;Bay horse
840;D:\Programming\AP_Lab2\dataset\bay horse\0840.jpg;dataset\bay horse\0840.jpg;Bay horse
841;D:\Programming\AP_Lab2\dataset\bay horse\0841.jpg;dataset\bay horse\0841.jpg;Bay horse
842;D:\Programming\AP_Lab2\dataset\bay horse\0842.jpg;dataset\bay horse\0842.jpg;Bay horse
843;D:\Programming\AP_Lab2\dataset\bay horse\0843.jpg;dataset\bay horse\0843.jpg;Bay horse
844;D:\Programming\AP_Lab2\dataset\bay horse\0844.jpg;dataset\bay horse\0844.jpg;Bay horse
845;D:\Programming\AP_Lab2\dataset\bay horse\0845.jpg;dataset\bay horse\0845.jpg;Bay horse
846;D:\Programming\AP_Lab2\dataset\bay horse\0846.jpg;dataset\bay horse\0846.jpg;Bay horse
847;D:\Programming\AP_Lab2\dataset\bay horse\0847.jpg;dataset\bay horse\0847.jpg;Bay horse
848;D:\Programming\AP_Lab2\dataset\bay horse\0848.jpg;dataset\bay horse\0848.jpg;Bay horse
849;D:\Programming\AP_Lab2\dataset\bay horse\0849.jpg;dataset\bay horse\0849.jpg;Bay horse
850;D:\Programming\AP_Lab2\dataset\bay horse\0850.jpg;dataset\bay horse\0850.jpg;Bay horse
851;D:\Programming\AP_Lab2\dataset\bay horse\0851.jpg;dataset\bay horse\0851.jpg;Bay horse
852;D:\Programming\AP_Lab2\dataset\bay horse\0852.jpg;dataset\bay horse\0852.jpg;Bay horse
853;D:\Programming\AP_Lab2\dataset\bay horse\0853.jpg;dataset\bay horse\0853.jpg;Bay horse
854;D:\Programming\AP_Lab2\dataset\bay horse\0854.jpg;dataset\bay horse\0854.jpg;Bay horse
